title,artist,album,url,description,release_year,fetch_date,mb_recording_id,mb_work_ids,composer,matched_title,matched_artist,match_score,artist_country
La Forasterita,"Los Corazas, Carlos Bonilla, Gonzalo Castro",La Flauta de Ecuador,https://www.youtube.com/watch?v=uE0g8F_nqQE,,,2026-04-18 23:06:41,8acf6b67-db6a-4f7f-bed9-1f497bb6b6e2,,,Sanjuanito De Otros Tiesymmpos,Los Corazas,,
Magolita,Jokiwas,Magolita,https://www.youtube.com/watch?v=cD6knY6mQrY,,,2026-04-18 23:06:41,,,,,,,
El Camote,"Soledad Morales, Polibio Mayorga",Recuerdos de Mi Tierra,https://www.youtube.com/watch?v=ijCmA8uXlBU,,,2026-04-18 23:06:41,62240f60-1422-4b4f-ad4b-e5cfd2038e1f,,,El Salinero,Polibio Mayorga,,EC
Cuatro esquinas,Samy,Los Sanjuanitos de mi Vida,https://www.youtube.com/watch?v=KPQ1ESPpMdQ,,,2026-04-18 23:06:41,31947e59-db62-4ee2-a085-34c1de5daea3,,,Cuatro Esquinas,Ecuador Manta,,
Ojitos Negros,Rumiñahui,Saraguro Llactamanta,https://www.youtube.com/watch?v=BIBxeSrYFP0,,,2026-04-18 23:06:41,95f773f5-46db-4214-b88d-83bb3fbb4a24,,,Ojitos negros,El Coyote y su Banda Tierra Santa,,MX
Sanjuanitos Ñuca Llacta,PANBUR HERMANOS PANTA BURE,Sanjuanitos Ñuca Llacta,https://www.youtube.com/watch?v=jtfZU08FA7Y,,,2026-04-18 23:06:41,32ae78a9-5f60-4ef3-a6ac-8b20eafb2f81,,,Ñuca Llacta,Inkari,,
Sanjuanito de mi Tierra,Grupo Inka Llakta,14 Éxitos Folkloricos Latinoamericanos,https://www.youtube.com/watch?v=E691ArXCWEQ,,,2026-04-18 23:06:41,ecf9aec1-e270-4cd0-a0a5-480a8afe08b0,,,Sanjuanito De Mi Tierra,Runa Pacha,,
Solo Solito,Coplas del Corazón,Solo Solito,https://www.youtube.com/watch?v=ac1QrPgZw8Q,,,2026-04-18 23:06:41,97a569be-7724-422d-85b1-80f026d7ecaf,,,Solo solito,Corazón Serrano,,PE
San Juanito de la Esperanza,"Joel Francisco Perri, Cedric Perri","Perri, Joel: Master of the Indian Flutes",https://www.youtube.com/watch?v=ESsQJIrq2G0,,,2026-04-18 23:06:41,ca6c3d0c-113c-44cd-87cf-a0310bc74aae,,,La peregrinación,Joel Francisco Perri,,FR
Marujita,El Jilguero del Huascarán,Mis Primeros Éxitos,https://www.youtube.com/watch?v=GzsTHCJhw3Q,,,2026-04-18 23:06:41,bbef93c1-a74b-4023-9bfe-bf001768affe,,,Marujita,El Jilguero del Huascarán,,PE
Viva La Fiesta ! (En Vivo),Hermanas Mendoza Suasti,Obras Cumbres Del Ecuador (En Vivo),https://www.youtube.com/watch?v=o5ie6lRyhwE,,,2026-04-18 23:06:41,8a201888-3cf1-4719-838e-64a07dab7369,,,Yo vivo en la parranda,Las Hermanas Mendoza,,US
Sanjuanito de mi Tierra (Sanjuanito Ecuador),Hnas. Mendoza-Suasti,Lo Mejor del Ecuador,https://www.youtube.com/watch?v=VvAXnlrUjwM,,,2026-04-18 23:06:41,ecf9aec1-e270-4cd0-a0a5-480a8afe08b0,,,Sanjuanito De Mi Tierra,Runa Pacha,,
Misa Punlla / San Juan Capilla / Curiquingue,Bolivia Manta,Quechua Music,https://www.youtube.com/watch?v=JoO6wEJ90O0,,,2026-04-18 23:06:41,cc36b96b-cd32-4b7c-845d-46ae13f44b77,,,Medley: Misa Punlla/San Juan Capill...,Bolivia Manta,,BO
Ñuca Llacta (Tonada de Ecuador version),Hermanas Mendoza Suasti,18 Exitos de Ecuador,https://www.youtube.com/watch?v=Tbx3n1o0YBc,,,2026-04-18 23:06:41,89c37803-0f4a-45f9-96e0-7c019be2907f,,,"Ñuca Llacta (Sanjuanito, Ecuador)",ÑucaLlacta,,
Te Amo Señor (Sanjuanito),Antonio Pástor,Tuya Es La Gloria - Música Andina Con Antonio Pástor,https://www.youtube.com/watch?v=dZ1V8sQb3-Y,,,2026-04-18 23:06:41,335adbad-daef-4268-822f-e0579ff0b44f,,,Te amo Señor,Worship for Babies,,US
Bailando Me Despido,Hermanas Mendoza Suastí,Ecuador Sus Mas Bellas Canciones,https://www.youtube.com/watch?v=tevLgPHUHRw,,,2026-04-18 23:06:41,dcae854f-6388-426a-8c26-2e26b7dba983,,,Bailando Me Despido,Biluka y Los Caníbales,,
San Juanito,Oshka Tarazona,Sabor Latino,https://www.youtube.com/watch?v=99jVpTi_7dc,,,2026-04-18 23:06:41,8143ccbb-0f63-4a3c-a8e2-43b426b8267c,,,San Juanito Irlandes (San Juanito),Itumiray,,
Andean Christmas: IV. San Juanito Para El Niño,Quimantu,Pilgrimage to the Andes,https://www.youtube.com/watch?v=TU5Zbo0RO5k,,,2026-04-18 23:06:41,ae0dd428-7096-4e9f-b836-867735a2a8b4,,,Andean Christmas: San Juanito para el niño,Quimantú,,GB
Corazón Equivocado,Ñanda Mañachi,Del Ecuador Para el Mundo Entero,https://www.youtube.com/watch?v=NoWpKSXokKA,,,2026-04-18 23:06:41,b8430147-953a-4a9e-921c-ae941cc624bf,,,Corazón equivocado,Ñanda Mañachi,,
Por la raza,Dos Lunas,Fiesta Ecuatoriana,https://www.youtube.com/watch?v=FHloyBqGZWA,,,2026-04-18 23:06:41,4f1e4eb7-c0d9-4e22-a987-84753b298b40,,,La canción del espantapájaros,Dos Lunas,,
